66 33 83 ; 230 2 187 ; 138 118 67 ; 39 196 145 ; 251 55 20 ; 
100 150 115 ; 126 101 347 ; 200 238 52 ; 89 240 27 ; 216 94 380 ; 
175 241 111 ; 165 246 44 ; 155 171 426 ; 215 218 4 ; 190 223 175 ; 
84 30 115 ; 186 66 396 ; 168 74 494 ; 152 105 34 ; 246 2 360 ; 
231 165 20 ; 221 242 383 ; 137 220 289 ; 99 228 340 ; 67 135 411 ; 
97 31 138 ; 163 27 334 ; 237 149 96 ; 87 216 332 ; 89 116 104 ; 
254 232 94 ; 240 11 478 ; 204 212 95 ; 177 57 128 ; 56 116 116 ; 
87 110 71 ; 114 189 312 ; 8 197 188 ; 224 118 249 ; 84 190 376 ; 
60 253 153 ; 71 35 340 ; 28 38 480 ; 85 179 205 ; 201 163 18 ; 
56 214 298 ; 245 106 310 ; 186 162 152 ; 48 200 468 ; 239 68 348 ; 
236 26 448 ; 15 238 140 ; 53 178 160 ; 232 67 444 ; 139 133 185 ; 
97 0 146 ; 204 210 466 ; 110 22 331 ; 54 99 486 ; 123 143 466 ; 
149 16 377 ; 131 204 313 ; 53 208 104 ; 121 240 198 ; 254 101 74 ; 
254 164 146 ; 208 26 39 ; 231 134 363 ; 74 172 10 ; 217 2 228 ; 
233 72 247 ; 182 121 368 ; 134 186 135 ; 119 48 177 ; 220 142 402 ; 
128 120 328 ; 155 196 107 ; 33 219 47 ; 205 97 154 ; 207 30 396 ; 
23 85 122 ; 145 34 131 ; 75 113 65 ; 123 246 436 ; 9 244 335 ; 
130 241 151 ; 70 236 384 ; 33 183 351 ; 131 106 32 ; 161 102 117 ; 
246 60 424 ; 24 252 128 ; 138 113 245 ; 128 109 232 ; 117 224 435 ; 
102 48 132 ; 82 0 470 ; 9 107 340 ; 115 247 254 ; 218 80 277 ; 
22 120 286 ; 18 184 380 ; 132 137 281 ; 241 165 475 ; 210 60 139 ; 
2 221 28 ; 2 255 322 ; 109 104 480 ; 100 242 50 ; 180 255 389 ; 
44 173 43 ; 229 81 486 ; 110 14 348 ; 20 85 252 ; 80 29 430 ; 
45 89 68 ; 45 252 22 ; 149 240 324 ; 135 238 177 ; 134 96 113 ; 
51 171 305 ; 132 13 121 ; 147 130 98 ; 232 122 277 ; 5 100 241 ; 
95 32 277 ; 91 222 371 ; 75 158 344 ; 58 203 185 ; 154 92 352 ; 
69 161 122 ; 83 19 281 ; 213 105 61 ; 79 46 244 ; 180 7 9 ; 
212 49 494 ; 179 136 81 ; 81 12 444 ; 29 37 212 ; 121 197 490 ; 
27 235 316 ; 46 68 85 ; 151 33 432 ; 198 146 409 ; 205 235 269 ; 
254 73 441 ; 134 7 345 ; 146 31 356 ; 183 131 94 ; 124 33 291 ; 
103 89 356 ; 171 215 299 ; 205 167 241 ; 95 77 133 ; 74 66 251 ; 
147 235 484 ; 154 104 315 ; 186 153 113 ; 61 27 76 ; 95 186 387 ; 
184 210 400 ; 143 6 87 ; 55 103 83 ; 132 96 96 ; 198 31 427 ; 
177 172 381 ; 25 55 8 ; 178 72 391 ; 205 236 473 ; 135 72 466 ; 
90 32 65 ; 96 95 438 ; 199 74 169 ; 40 2 192 ; 71 25 120 ; 
243 122 370 ; 42 111 87 ; 115 254 265 ; 95 71 259 ; 167 205 369 ; 
199 179 384 ; 39 81 162 ; 113 126 354 ; 116 227 54 ; 141 203 246 ; 
8 122 329 ; 119 217 493 ; 117 82 199 ; 188 126 266 ; 137 119 270 ; 
60 247 449 ; 141 210 205 ; 12 12 124 ; 239 14 437 ; 186 56 297 ; 
52 170 427 ; 14 15 411 ; 96 158 110 ; 222 161 267 ; 85 3 3 ; 
77 12 136 ; 31 221 289 ; 43 213 194 ; 58 63 226 ; 114 28 77 ; 
28 135 220 ; 43 250 24 ; 202 228 282 ; 107 67 55 ; 110 94 157 ; 
122 3 107 ; 88 228 492 ; 45 82 475 ; 108 205 262 ; 137 54 408 ; 
16 90 363 ; 11 179 455 ; 239 25 179 ; 51 224 85 ; 145 134 292 ; 
148 129 218 ; 120 201 16 ; 203 48 392 ; 152 194 470 ; 206 143 186 ; 
41 206 43 ; 220 41 116 ; 245 176 19 ; 214 1 362 ; 92 189 265 ; 
221 231 379 ; 166 140 395 ; 214 136 252 ; 152 178 143 ; 39 73 147 ; 
245 104 45 ; 31 152 354 ; 207 211 450 ; 209 254 468 ; 142 91 314 ; 
118 74 294 ; 2 206 219 ; 138 202 81 ; 61 145 355 ; 134 240 303 ; 
238 29 187 ; 135 116 368 ; 90 166 7 ; 88 206 79 ; 180 204 224 ; 
254 38 382 ; 204 93 124 ; 150 58 170 ; 39 237 61 ; 23 57 266 ; 
53 172 28 ; 169 20 334 ; 79 156 357 ; 30 243 412 ; 234 27 64 ; 
17 209 228 ; 110 254 487 ; 169 44 235 ; 150 229 226 ; 207 219 101 ; 
123 87 213 ; 144 194 254 ; 44 179 431 ; 31 255 194 ; 58 164 364 ; 
11 252 255 ; 9 83 364 ; 54 119 262 ; 27 49 179 ; 247 18 322 ; 
78 11 493 ; 16 57 381 ; 196 16 205 ; 195 55 177 ; 103 123 172 ; 
100 170 266 ; 183 234 193 ; 46 153 79 ; 95 240 93 ; 114 222 296 ; 
125 156 159 ; 183 213 6 ; 199 158 226 ; 254 147 474 ; 122 167 218 ; 
36 245 317 ; 15 78 205 ; 168 177 369 ; 152 74 191 ; 119 255 251 ; 
19 170 149 ; 232 164 450 ; 134 175 113 ; 25 125 365 ; 192 15 455 ; 
181 9 45 ; 3 102 242 ; 181 123 465 ; 255 191 273 ; 254 98 49 ; 
169 119 116 ; 77 9 115 ; 252 83 131 ; 122 100 221 ; 137 115 358 ; 
146 253 418 ; 249 171 167 ; 116 104 299 ; 51 205 244 ; 149 202 447 ; 
12 63 206 ; 22 198 179 ; 105 54 224 ; 205 43 69 ; 64 58 187 ; 
61 8 0 ; 232 140 327 ; 80 19 20 ; 29 79 4 ; 232 138 416 ; 
39 196 209 ; 237 167 386 ; 35 216 44 ; 79 5 149 ; 137 172 418 ; 
145 220 306 ; 29 159 8 ; 48 91 320 ; 127 140 5 ; 10 240 186 ; 
206 233 118 ; 118 239 213 ; 78 11 439 ; 83 144 130 ; 255 226 157 ; 
219 117 230 ; 123 69 268 ; 214 253 289 ; 98 6 242 ; 82 45 73 ; 
60 59 83 ; 43 113 274 ; 55 148 380 ; 199 218 274 ; 170 112 25 ; 
31 142 172 ; 100 62 67 ; 97 12 186 ; 104 10 253 ; 149 135 419 ; 
208 15 306 ; 65 101 122 ; 213 49 253 ; 176 75 448 ; 32 184 4 ; 
174 36 42 ; 237 107 369 ; 249 46 493 ; 3 199 86 ; 138 194 302 ; 
153 16 383 ; 254 154 244 ; 47 80 97 ; 122 60 87 ; 50 240 343 ; 
86 78 23 ; 194 203 61 ; 240 172 226 ; 183 239 307 ; 121 153 250 ; 
138 217 129 ; 36 233 26 ; 116 58 217 ; 177 97 136 ; 161 56 207 ; 
240 47 305 ; 187 213 456 ; 104 103 226 ; 87 243 302 ; 240 129 141 ; 
201 154 310 ; 178 77 320 ; 237 254 293 ; 78 222 333 ; 135 57 242 ; 
182 199 172 ; 139 171 368 ; 243 81 347 ; 230 231 307 ; 103 52 482 ; 
2 250 379 ; 79 75 380 ; 77 192 231 ; 43 169 380 ; 101 68 414 ; 
44 128 381 ; 215 172 156 ; 40 147 447 ; 15 227 186 ; 67 137 328 ; 
61 32 180 ; 136 129 18 ; 72 148 369 ; 242 148 302 ; 54 226 305 ; 
182 184 438 ; 98 68 6 ; 245 91 317 ; 216 102 97 ; 98 86 148 ; 
130 174 315 ; 3 8 57 ; 151 177 45 ; 43 167 278 ; 14 201 384 ; 
198 79 162 ; 10 2 80 ; 101 139 210 ; 203 61 47 ; 34 253 252 ; 
208 1 10 ; 217 66 348 ; 138 11 352 ; 50 29 251 ; 251 33 279 ; 
74 91 201 ; 76 75 399 ; 216 157 233 ; 21 229 298 ; 18 5 282 ; 
19 135 216 ; 85 139 280 ; 97 147 345 ; 126 51 428 ; 160 254 34 ; 
251 215 469 ; 71 118 23 ; 228 31 204 ; 201 45 328 ; 206 7 493 ; 
85 3 51 ; 225 208 319 ; 116 117 352 ; 167 165 49 ; 165 7 392 ; 
124 100 60 ; 242 12 419 ; 17 0 402 ; 63 204 367 ; 70 173 64 ; 
74 160 247 ; 26 167 424 ; 143 4 297 ; 53 193 218 ; 60 253 437 ; 
161 217 235 ; 173 177 163 ; 173 207 122 ; 121 210 343 ; 38 159 478 ; 
198 58 309 ; 110 42 403 ; 114 252 393 ; 51 66 272 ; 49 47 173 ; 
10 194 130 ; 187 210 259 ; 139 212 288 ; 93 231 69 ; 252 58 282 ; 
54 211 68 ; 97 182 34 ; 93 179 296 ; 159 63 410 ; 206 1 426 ; 
145 255 87 ; 99 158 453 ; 55 234 297 ; 30 227 168 ; 88 85 137 ; 
43 237 270 ; 225 75 460 ; 148 24 337 ; 212 86 346 ; 213 200 205 ; 
212 107 56 ; 114 25 429 ; 92 130 44 ; 63 118 319 ; 148 199 301 ; 
129 21 322 ; 204 154 41 ; 228 127 363 ; 59 194 31 ; 3 163 467 ; 
111 83 400 ; 136 148 256 ; 10 56 498 ; 128 19 266 ; 71 13 481 ; 
93 95 73 ; 247 220 314 ; 118 59 91 ; 56 47 347 ; 220 246 50 ; 
47 147 274 ; 196 3 309 ; 252 230 109 ; 16 36 471 ; 29 162 63 ; 
124 179 226 ; 88 70 231 ; 148 165 186 ; 195 232 485 ; 185 103 121 ; 
76 233 301 ; 80 218 433 ; 54 83 445 ; 90 214 233 ; 252 217 117 ; 
176 35 250 ; 246 203 306 ; 155 105 327 ; 131 126 379 ; 234 204 142 ; 
211 245 435 ; 173 78 160 ; 0 107 424 ; 214 133 430 ; 175 174 444 ; 
211 245 449 ; 158 183 369 ; 7 210 371 ; 134 129 398 ; 82 243 297 ; 
71 31 472 ; 150 151 343 ; 1 95 277 ; 134 93 177 ; 53 181 368 ; 
42 10 263 ; 225 15 90 ; 180 10 432 ; 53 160 124 ; 41 186 354 ; 
72 190 96 ; 223 149 299 ; 62 26 397 ; 155 160 39 ; 80 252 457 ; 
91 7 270 ; 106 230 228 ; 117 98 342 ; 21 230 438 ; 207 240 247 ; 
141 76 412 ; 35 240 368 ; 61 41 479 ; 221 100 317 ; 217 38 16 ; 
225 28 169 ; 199 61 224 ; 41 63 254 ; 16 245 427 ; 0 224 345 ; 
77 245 304 ; 61 81 130 ; 102 141 461 ; 203 6 130 ; 241 27 316 ; 
13 128 33 ; 74 64 102 ; 137 106 261 ; 126 10 147 ; 95 191 179 ; 
84 67 415 ; 165 85 156 ; 50 138 145 ; 57 253 188 ; 84 77 471 ; 
212 118 304 ; 20 129 309 ; 126 82 364 ; 136 77 161 ; 71 88 492 ; 
139 100 103 ; 224 188 259 ; 107 82 328 ; 104 78 291 ; 181 21 316 ; 
43 205 420 ; 172 146 124 ; 255 162 152 ; 76 60 110 ; 165 84 75 ; 
9 203 94 ; 197 150 177 ; 23 6 250 ; 101 169 125 ; 122 133 489 ; 
71 181 454 ; 218 185 257 ; 124 209 354 ; 184 104 153 ; 12 135 5 ; 
215 237 90 ; 109 223 175 ; 116 177 65 ; 29 238 460 ; 163 147 346 ; 
88 237 396 ; 18 114 120 ; 227 164 122 ; 75 213 470 ; 210 83 475 ; 
192 117 479 ; 159 161 87 ; 80 146 408 ; 62 154 272 ; 209 8 470 ; 
190 241 21 ; 48 33 493 ; 213 43 215 ; 170 177 487 ; 253 240 122 ; 
115 60 197 ; 20 95 305 ; 166 239 476 ; 64 244 108 ; 73 22 382 ; 
58 219 83 ; 91 248 17 ; 134 40 145 ; 55 59 470 ; 40 153 497 ; 
100 202 82 ; 195 187 317 ; 178 75 81 ; 166 43 291 ; 188 73 204 ; 
151 56 221 ; 144 229 387 ; 184 195 26 ; 243 117 408 ; 140 210 59 ; 
87 45 251 ; 18 250 167 ; 94 220 394 ; 137 99 193 ; 211 43 483 ; 
11 60 440 ; 241 135 83 ; 180 45 407 ; 41 89 127 ; 252 189 82 ; 
41 72 247 ; 35 56 170 ; 255 234 156 ; 99 79 34 ; 142 91 264 ; 
203 35 375 ; 82 130 154 ; 128 114 267 ; 217 25 63 ; 150 180 161 ; 
223 219 261 ; 23 89 94 ; 1 233 329 ; 81 216 49 ; 172 80 248 ; 
207 155 130 ; 81 241 65 ; 195 57 144 ; 221 52 40 ; 145 89 13 ; 
108 122 476 ; 197 196 31 ; 174 50 346 ; 134 159 167 ; 214 111 392 ; 
113 205 300 ; 99 247 35 ; 156 115 181 ; 208 111 292 ; 42 68 53 ; 
164 176 342 ; 105 251 110 ; 155 93 27 ; 58 193 454 ; 169 117 424 ; 
118 214 203 ; 109 5 16 ; 224 134 19 ; 79 203 331 ; 148 236 368 ; 
68 159 438 ; 64 189 6 ; 157 161 315 ; 94 51 194 ; 212 75 396 ; 
170 58 21 ; 175 155 348 ; 54 94 441 ; 1 190 150 ; 237 238 309 ; 
140 72 137 ; 74 70 110 ; 235 174 110 ; 30 176 483 ; 105 237 398 ; 
164 210 98 ; 63 46 32 ; 157 248 291 ; 91 162 353 ; 73 155 362 ; 
145 41 224 ; 216 251 132 ; 134 13 494 ; 54 188 41 ; 35 202 227 ; 
246 172 329 ; 36 56 49 ; 28 116 404 ; 190 229 265 ; 90 88 465 ; 
131 184 370 ; 126 164 272 ; 139 219 176 ; 71 252 250 ; 18 60 188 ; 
190 229 240 ; 247 50 426 ; 107 190 298 ; 80 231 447 ; 168 108 373 ; 
96 59 387 ; 5 155 478 ; 224 211 108 ; 220 145 387 ; 24 133 299 ; 
253 157 445 ; 47 171 71 ; 237 222 210 ; 213 45 357 ; 65 58 14 ; 
124 162 246 ; 23 140 427 ; 234 245 244 ; 123 232 136 ; 1 35 348 ; 
158 112 461 ; 74 124 450 ; 40 126 70 ; 85 236 75 ; 143 170 232 ; 
49 16 358 ; 190 215 322 ; 179 163 250 ; 155 79 316 ; 191 216 476 ; 
47 121 213 ; 171 23 471 ; 42 229 29 ; 22 161 333 ; 192 49 34 ; 
208 3 154 ; 168 82 431 ; 75 184 345 ; 155 8 4 ; 115 212 296 ; 
236 161 371 ; 3 13 26 ; 233 194 334 ; 138 160 356 ; 187 210 98 ; 
191 148 426 ; 17 136 86 ; 201 57 210 ; 209 158 190 ; 166 158 13 ; 
71 93 380 ; 84 75 400 ; 23 229 227 ; 183 169 284 ; 137 131 146 ; 
30 29 250 ; 166 136 453 ; 223 154 430 ; 125 248 431 ; 27 241 476 ; 
120 93 338 ; 196 181 434 ; 169 17 86 ; 83 85 473 ; 214 36 132 ; 
244 174 98 ; 124 247 24 ; 22 81 46 ; 15 116 157 ; 0 104 67 ; 
94 3 218 ; 19 229 335 ; 36 27 147 ; 122 105 488 ; 158 109 363 ; 
76 251 426 ; 67 167 46 ; 148 249 218 ; 8 43 300 ; 112 218 335 ; 
115 164 188 ; 88 231 238 ; 116 238 385 ; 221 159 358 ; 74 162 496 ; 
70 124 94 ; 237 74 254 ; 231 148 429 ; 18 245 253 ; 236 100 9 ; 
144 212 469 ; 120 162 29 ; 102 132 121 ; 5 138 333 ; 168 10 138 ; 
36 40 373 ; 111 146 431 ; 3 63 40 ; 248 128 247 ; 93 201 61 ; 
49 130 49 ; 212 175 134 ; 88 53 298 ; 226 46 392 ; 236 5 406 ; 
20 38 202 ; 166 141 206 ; 229 225 169 ; 101 29 309 ; 46 106 73 ; 
176 164 354 ; 96 110 488 ; 149 176 64 ; 195 88 468 ; 200 6 58 ; 
238 92 34 ; 123 215 286 ; 93 192 272 ; 122 173 69 ; 228 147 134 ; 
136 213 476 ; 246 73 64 ; 166 145 132 ; 255 49 301 ; 5 179 257 ; 
98 33 137 ; 57 163 20 ; 249 203 483 ; 167 216 68 ; 58 74 374 ; 
15 234 111 ; 89 59 31 ; 234 235 122 ; 28 49 328 ; 207 58 247 ; 
241 11 285 ; 148 203 291 ; 96 7 28 ; 56 159 461 ; 131 178 252 ; 
109 169 178 ; 168 40 390 ; 148 158 283 ; 197 187 69 ; 255 214 69 ; 
10 247 193 ; 214 122 474 ; 221 54 50 ; 124 236 194 ; 46 72 475 ; 
215 223 230 ; 0 133 83 ; 158 132 452 ; 89 109 320 ; 48 115 137 ; 
39 72 160 ; 162 14 82 ; 216 104 220 ; 196 35 409 ; 13 22 218 ; 
236 140 224 ; 113 111 188 ; 245 251 344 ; 98 27 314 ; 213 0 428 ; 
29 228 432 ; 43 211 463 ; 148 151 165 ; 183 57 214 ; 205 87 274 ; 
89 163 451 ; 200 199 219 ; 196 235 24 ; 223 174 297 ; 224 202 108 ; 
196 22 377 ; 151 137 447 ; 47 159 494 ; 104 141 366 ; 191 63 461 ; 
98 255 106 ; 42 170 31 ; 21 199 320 ; 195 216 128 ; 141 76 275 ; 
163 150 47 ; 45 253 308 ; 204 143 139 ; 89 182 262 ; 152 147 234 ; 
151 62 329 ; 66 65 68 ; 9 13 342 ; 225 157 495 ; 46 13 343 ; 
196 92 16 ; 193 112 448 ; 80 28 453 ; 6 246 197 ; 154 57 98 ; 
216 58 282 ; 25 158 350 ; 39 44 372 ; 196 208 373 ; 209 55 354 ; 
46 43 72 ; 158 195 108 ; 186 136 409 ; 177 25 322 ; 234 3 360 ; 
36 134 190 ; 195 160 418 ; 239 252 76 ; 191 97 187 ; 246 167 379 ; 
34 28 429 ; 229 84 439 ; 110 78 13 ; 135 152 348 ; 139 232 1 ; 
17 211 263 ; 177 149 111 ; 173 113 262 ; 14 116 114 ; 181 60 457 ; 
209 213 340 ; 38 156 278 ; 116 1 71 ; 12 33 173 ; 244 242 485 ; 
199 173 456 ; 93 141 17 ; 206 47 370 ; 67 193 387 ; 127 19 441 ; 
84 91 238 ; 240 197 204 ; 241 20 94 ; 19 210 22 ; 5 23 458 ; 
179 231 262 ; 64 200 330 ; 111 90 79 ; 49 153 437 ; 68 230 92 ; 
159 232 423 ; 100 188 63 ; 120 182 99 ; 74 36 249 ; 97 158 8 ; 
72 13 229 ; 16 67 28 ; 106 214 16 ; 3 55 308 ; 233 220 369 ; 
210 255 453 ; 142 119 104 ; 69 222 100 ; 105 55 12 ; 8 163 367 ; 
21 21 148 ; 88 57 369 ; 46 158 489 ; 101 114 436 ; 65 119 391 ; 
65 192 1 ; 184 168 3 ; 150 244 101 ; 206 184 94 ; 113 199 4 ; 
134 56 288 ; 192 241 209 ; 94 186 301 ; 208 238 291 ; 71 38 468 ; 
7 71 278 ; 175 58 143 ; 163 187 275 ; 91 130 329 ; 35 178 351 ; 
91 234 53 ; 76 55 311 ; 6 220 359 ; 245 175 213 ; 27 231 385 ; 
98 97 244 ; 156 28 391 ; 87 143 486 ; 217 153 277 ; 139 112 277 ; 
117 185 204 ; 172 137 207 ; 136 24 155 ; 55 6 93 ; 31 195 254 ; 
128 200 233 ; 157 211 179 ; 44 142 299 ; 197 235 491 ; 54 164 404 ; 
239 128 192 ; 120 183 493 ; 145 58 166 ; 151 196 362 ; 90 66 226 ; 
34 220 225 ; 246 215 341 ; 132 111 14 ; 111 94 75 ; 20 38 0 ; 
148 122 346 ; 76 68 314 ; 134 186 418 ; 74 184 167 ; 141 238 478 ; 
105 67 237 ; 64 25 187 ; 175 139 73 ; 13 42 233 ; 52 143 445 ; 
174 41 337 ; 242 179 261 ; 172 182 277 ; 101 73 392 ; 83 116 198 ; 
151 249 99 ; 176 160 32 ; 59 62 325 ; 102 95 128 ; 245 240 286 ; 
30 149 202 ; 210 207 420 ; 136 84 83 ; 209 96 59 ; 69 183 64 ; 
62 154 472 ; 223 231 211 ; 29 116 123 ; 124 176 222 ; 109 250 436 ; 
2 120 117 ; 209 165 260 ; 38 196 234 ; 134 143 106 ; 61 192 395 ; 
216 68 285 ; 191 95 159 ; 51 42 410 ; 227 48 111 ; 222 157 200 ; 
86 254 121 ; 251 126 63 ; 191 208 289 ; 79 170 279 ; 15 86 73 ; 
83 71 75 ; 178 118 31 ; 220 133 326 ; 12 176 285 ; 169 88 388 ; 
168 109 274 ; 38 133 497 ; 247 110 124 ; 161 125 92 ; 247 18 163 ; 
62 229 50 ; 181 144 225 ; 58 250 251 ; 234 151 251 ; 67 24 95 ; 
176 118 425 ; 53 43 357 ; 163 220 151 ; 32 76 394 ; 51 11 340 ; 
24 217 87 ; 169 250 70 ; 163 205 447 ; 59 124 481 ; 83 55 135 ; 
201 156 110 ; 245 169 27 ; 209 221 448 ; 29 7 164 ; 40 211 156 ; 
1 151 147 ; 251 153 64 ; 200 80 289 ; 68 65 444 ; 123 28 19 ; 
24 59 402 ; 193 10 220 ; 158 14 469 ; 166 182 274 ; 121 127 79 ; 
16 122 47 ; 169 142 228 ; 249 75 199 ; 58 172 211 ; 87 71 367 ; 
146 54 466 ; 156 238 230 ; 170 155 424 ; 97 25 494 ; 224 180 188 ; 
90 119 346 ; 233 59 258 ; 52 250 292 ; 224 129 245 ; 40 76 304 ; 
94 146 103 ; 76 241 401 ; 231 17 429 ; 0 207 135 ; 180 52 184 ; 
43 18 84 ; 102 0 483 ; 96 152 444 ; 225 42 460 ; 45 246 125 ; 
191 25 457 ; 176 206 415 ; 193 31 367 ; 145 26 486 ; 197 119 194 ; 
215 179 126 ; 215 74 125 ; 112 202 123 ; 154 127 319 ; 144 20 424 ; 
169 209 305 ; 119 236 280 ; 150 83 433 ; 176 161 186 ; 39 239 35 ; 
219 241 20 ; 37 30 487 ; 240 177 47 ; 111 164 491 ; 131 120 417 ; 
84 121 481 ; 64 57 286 ; 147 170 233 ; 52 221 103 ; 35 160 383 ; 
20 41 111 ; 50 136 222 ; 227 191 347 ; 135 102 431 ; 255 167 490 ; 
120 120 445 ; 177 242 105 ; 92 227 237 ; 57 106 412 ; 217 162 412 ; 
2 1 487 ; 139 59 411 ; 74 154 309 ; 177 234 360 ; 88 168 179 ; 
209 234 246 ; 195 127 162 ; 167 85 264 ; 17 189 484 ; 179 90 9 ; 
180 25 226 ; 239 237 9 ; 138 242 344 ; 116 219 278 ; 28 74 155 ; 
6 185 244 ; 134 159 25 ; 219 55 284 ; 152 43 255 ; 242 88 393 ; 
12 95 80 ; 249 104 281 ; 235 252 216 ; 198 218 438 ; 17 106 26 ; 
202 82 323 ; 105 11 273 ; 161 135 483 ; 204 171 394 ; 37 224 67 ; 
132 200 117 ; 236 101 385 ; 232 242 430 ; 194 8 414 ; 44 147 48 ; 
126 58 13 ; 137 231 55 ; 17 27 41 ; 188 41 86 ; 156 208 470 ; 
100 106 259 ; 202 15 179 ; 188 174 239 ; 196 56 283 ; 87 136 294 ; 
145 234 426 ; 121 21 129 ; 148 170 74 ; 189 224 251 ; 142 227 415 ; 
248 10 311 ; 7 182 20 ; 181 77 470 ; 237 205 434 ; 118 15 498 ; 
96 125 42 ; 117 106 387 ; 32 225 308 ; 0 104 140 ; 227 172 278 ; 
238 139 436 ; 164 207 288 ; 241 221 367 ; 190 167 105 ; 205 54 266 ; 
75 28 400 ; 181 147 372 ; 150 132 238 ; 255 8 390 ; 171 74 414 ; 
54 26 486 ; 6 226 12 ; 227 178 376 ; 139 55 317 ; 193 169 268 ; 
221 146 373 ; 112 218 264 ; 244 152 70 ; 253 118 216 ; 71 85 455 ; 
98 23 406 ; 68 199 29 ; 246 27 399 ; 45 96 282 ; 215 100 317 ; 
105 54 354 ; 67 82 435 ; 220 36 300 ; 82 141 108 ; 167 244 1 ; 
190 7 461 ; 133 80 219 ; 160 159 267 ; 1 209 474 ; 101 143 443 ; 
155 13 146 ; 238 105 483 ; 18 53 327 ; 159 245 267 ; 148 179 193 ; 
155 184 21 ; 235 31 439 ; 138 202 313 ; 91 108 165 ; 234 60 18 ; 
248 226 288 ; 97 242 347 ; 150 69 17 ; 139 116 16 ; 62 245 59 ; 
246 30 307 ; 21 6 166 ; 224 115 313 ; 76 128 351 ; 136 143 63 ; 
107 3 265 ; 93 18 313 ; 162 16 346 ; 22 32 460 ; 11 207 468 ; 
42 19 370 ; 48 241 129 ; 163 187 166 ; 35 14 398 ; 178 189 299 ; 
181 87 15 ; 200 232 194 ; 216 219 319 ; 248 99 69 ; 199 119 359 ; 
218 202 235 ; 204 19 69 ; 135 113 301 ; 149 176 96 ; 83 59 471 ; 
170 78 94 ; 146 205 103 ; 109 168 199 ; 209 38 251 ; 72 185 71 ; 
18 88 423 ; 37 33 113 ; 151 26 161 ; 71 182 232 ; 130 118 178 ; 
208 232 61 ; 157 15 499 ; 70 255 157 ; 108 198 383 ; 37 134 136 ; 
126 13 236 ; 159 110 351 ; 186 156 164 ; 112 80 343 ; 230 154 434 ; 
206 55 440 ; 222 126 25 ; 221 88 86 ; 163 159 92 ; 41 183 316 ; 
54 23 118 ; 165 138 84 ; 65 35 135 ; 145 82 73 ; 44 201 346 ; 
99 193 424 ; 226 138 403 ; 58 241 237 ; 217 157 478 ; 144 182 377 ; 
167 244 359 ; 50 176 141 ; 85 11 394 ; 167 33 131 ; 112 167 381 ; 
50 19 377 ; 188 78 476 ; 173 103 234 ; 75 93 104 ; 1 247 25 ; 
245 186 133 ; 165 179 165 ; 176 82 323 ; 209 49 272 ; 120 162 207 ; 
140 63 64 ; 218 64 282 ; 66 34 238 ; 159 63 372 ; 150 52 423 ; 
80 186 208 ; 4 231 401 ; 86 70 234 ; 135 250 194 ; 42 85 60 ; 
105 33 324 ; 169 31 116 ; 204 218 339 ; 11 66 377 ; 63 245 412 ; 
249 169 323 ; 224 82 319 ; 38 160 191 ; 32 158 37 ; 118 110 489 ; 
151 183 279 ; 183 139 284 ; 145 58 334 ; 211 43 162 ; 200 188 225 ; 
113 227 48 ; 195 90 118 ; 99 214 450 ; 1 167 17 ; 112 0 441 ; 
39 131 431 ; 178 112 51 ; 237 6 434 ; 24 104 171 ; 212 213 282 ; 
183 129 42 ; 18 39 11 ; 232 174 90 ; 143 91 365 ; 144 40 382 ; 
19 108 350 ; 131 71 297 ; 137 217 340 ; 241 252 317 ; 198 242 457 ; 
72 176 26 ; 111 223 493 ; 29 209 31 ; 120 38 35 ; 161 124 339 ; 
13 67 487 ; 84 48 406 ; 45 208 438 ; 41 93 415 ; 27 3 353 ; 
203 125 123 ; 170 174 127 ; 123 242 335 ; 161 29 344 ; 29 216 377 ; 
96 35 170 ; 145 130 359 ; 97 100 143 ; 191 207 160 ; 194 44 81 ; 
63 80 188 ; 237 187 23 ; 223 150 153 ; 253 143 316 ; 213 0 81 ; 
249 18 478 ; 123 49 211 ; 223 164 428 ; 174 68 469 ; 219 13 4 ; 
43 241 342 ; 230 160 9 ; 125 249 351 ; 12 205 398 ; 12 66 187 ; 
30 212 409 ; 79 199 50 ; 243 75 369 ; 55 49 156 ; 68 213 178 ; 
53 60 437 ; 213 225 408 ; 206 116 423 ; 155 231 464 ; 221 86 80 ; 
177 155 148 ; 121 217 338 ; 196 146 9 ; 245 42 156 ; 203 113 291 ; 
7 146 495 ; 232 223 456 ; 93 18 49 ; 68 194 279 ; 154 126 110 ; 
54 70 475 ; 15 44 204 ; 162 97 157 ; 204 137 262 ; 61 232 43 ; 
208 139 154 ; 175 99 141 ; 193 16 14 ; 131 139 475 ; 1 161 423 ; 
71 148 45 ; 115 56 455 ; 212 86 55 ; 93 56 213 ; 69 15 85 ; 
208 178 203 ; 51 91 355 ; 67 237 450 ; 206 220 411 ; 111 15 406 ; 
3 221 15 ; 59 224 238 ; 145 243 265 ; 201 168 401 ; 217 42 358 ; 
139 233 75 ; 230 120 47 ; 212 182 82 ; 176 181 81 ; 192 55 471 ; 
157 186 66 ; 125 132 341 ; 113 193 352 ; 25 210 258 ; 67 64 171 ; 
44 243 136 ; 164 118 11 ; 90 44 234 ; 15 37 22 ; 70 236 498 ; 
0 34 290 ; 132 91 239 ; 69 207 357 ; 23 213 198 ; 87 165 475 ; 
