291 181 455 ; 877 134 389 ; 651 61 150 ; 817 935 287 ; 873 959 190 ; 
397 147 28 ; 871 453 238 ; 422 482 312 ; 637 1002 185 ; 363 905 315 ; 
107 124 249 ; 448 533 427 ; 756 809 192 ; 1004 483 123 ; 992 1023 54 ; 
116 999 383 ; 569 61 288 ; 27 657 308 ; 5 262 258 ; 910 938 435 ; 
11 127 271 ; 544 18 134 ; 329 298 234 ; 812 954 230 ; 811 444 351 ; 
786 815 135 ; 847 559 331 ; 480 151 48 ; 743 165 439 ; 657 817 376 ; 
784 808 319 ; 803 906 202 ; 77 429 122 ; 7 707 87 ; 451 966 160 ; 
242 170 339 ; 802 513 358 ; 953 402 101 ; 95 317 234 ; 912 238 293 ; 
696 45 94 ; 578 887 386 ; 1007 225 301 ; 691 916 179 ; 633 372 494 ; 
803 640 154 ; 293 670 188 ; 695 523 238 ; 1012 857 112 ; 226 910 419 ; 
271 596 447 ; 134 43 467 ; 359 292 465 ; 252 619 177 ; 624 954 332 ; 
240 716 485 ; 910 720 421 ; 410 503 322 ; 243 215 441 ; 130 22 365 ; 
726 741 472 ; 769 108 283 ; 38 53 150 ; 657 1006 397 ; 587 602 261 ; 
279 832 254 ; 1000 841 418 ; 479 119 261 ; 694 92 87 ; 716 53 482 ; 
433 241 240 ; 541 701 103 ; 594 271 12 ; 577 200 66 ; 155 382 148 ; 
987 164 103 ; 804 186 235 ; 923 95 435 ; 1015 414 294 ; 45 977 72 ; 
286 645 40 ; 987 16 349 ; 234 157 114 ; 435 335 300 ; 817 147 85 ; 
981 547 5 ; 143 202 192 ; 239 857 273 ; 653 967 216 ; 606 747 316 ; 
228 219 437 ; 244 124 255 ; 401 570 203 ; 737 586 485 ; 884 156 296 ; 
407 905 453 ; 609 593 358 ; 442 62 282 ; 385 455 337 ; 108 839 110 ; 
327 244 289 ; 451 959 261 ; 1021 614 481 ; 584 504 167 ; 740 828 32 ; 
621 946 76 ; 190 1020 108 ; 253 214 361 ; 708 671 272 ; 523 758 485 ; 
767 427 74 ; 702 324 429 ; 293 465 253 ; 797 1008 306 ; 601 240 94 ; 
523 357 202 ; 520 881 487 ; 734 990 142 ; 382 518 291 ; 116 432 3 ; 
543 454 242 ; 867 803 149 ; 308 580 127 ; 293 355 84 ; 533 713 153 ; 
890 788 483 ; 747 459 378 ; 714 321 198 ; 208 436 225 ; 640 235 147 ; 
70 557 223 ; 874 622 446 ; 430 366 77 ; 785 402 97 ; 475 212 26 ; 
239 623 44 ; 698 533 78 ; 1020 964 90 ; 432 81 440 ; 668 604 400 ; 
201 219 457 ; 824 377 387 ; 166 378 121 ; 568 687 60 ; 780 266 65 ; 
379 378 232 ; 913 356 263 ; 853 58 498 ; 934 474 78 ; 514 75 146 ; 
733 316 58 ; 86 627 204 ; 464 789 436 ; 127 357 30 ; 393 710 422 ; 
771 515 267 ; 104 558 250 ; 162 276 399 ; 637 1014 264 ; 712 137 70 ; 
4 951 168 ; 631 943 77 ; 396 735 299 ; 753 693 411 ; 440 196 11 ; 
955 479 476 ; 489 117 352 ; 766 669 68 ; 756 25 214 ; 893 316 231 ; 
821 96 371 ; 740 610 295 ; 452 185 39 ; 121 225 75 ; 317 392 465 ; 
796 952 477 ; 914 236 344 ; 559 648 477 ; 584 199 79 ; 900 386 24 ; 
997 262 13 ; 583 141 402 ; 768 652 99 ; 993 536 187 ; 361 149 400 ; 
290 202 310 ; 526 186 386 ; 151 659 28 ; 350 875 135 ; 736 823 176 ; 
998 640 368 ; 116 255 233 ; 768 610 200 ; 280 393 69 ; 429 297 454 ; 
631 519 368 ; 817 514 286 ; 453 398 264 ; 304 842 19 ; 103 846 117 ; 
743 726 142 ; 998 580 112 ; 584 1016 28 ; 977 173 429 ; 251 324 37 ; 
770 836 375 ; 260 614 66 ; 659 918 308 ; 477 350 429 ; 299 131 9 ; 
1 649 424 ; 581 118 187 ; 574 726 350 ; 747 55 214 ; 47 689 116 ; 
883 728 307 ; 473 374 449 ; 368 838 226 ; 718 731 369 ; 849 928 14 ; 
475 204 337 ; 593 224 58 ; 295 218 412 ; 351 796 450 ; 16 304 241 ; 
744 63 241 ; 94 593 316 ; 933 359 106 ; 640 784 226 ; 545 662 344 ; 
749 839 281 ; 973 1017 32 ; 167 753 209 ; 964 39 341 ; 244 73 60 ; 
308 154 404 ; 901 94 248 ; 236 508 158 ; 1020 266 295 ; 658 742 440 ; 
473 20 249 ; 466 796 498 ; 196 118 228 ; 235 759 287 ; 308 727 243 ; 
462 711 212 ; 557 415 204 ; 41 213 169 ; 308 945 333 ; 26 269 269 ; 
46 138 139 ; 843 756 132 ; 961 300 158 ; 696 12 334 ; 399 687 258 ; 
86 583 22 ; 501 787 369 ; 714 868 114 ; 635 161 215 ; 904 474 251 ; 
18 421 214 ; 775 841 88 ; 51 704 55 ; 63 762 28 ; 751 32 496 ; 
310 635 223 ; 74 676 113 ; 942 250 266 ; 80 889 489 ; 554 813 280 ; 
976 763 433 ; 793 759 491 ; 473 575 10 ; 212 327 14 ; 244 776 141 ; 
879 599 136 ; 531 509 211 ; 781 919 125 ; 647 1020 343 ; 436 733 403 ; 
175 326 74 ; 934 961 142 ; 485 324 443 ; 813 762 285 ; 565 239 205 ; 
140 468 109 ; 649 1007 373 ; 545 596 364 ; 541 103 198 ; 250 715 293 ; 
576 857 49 ; 514 951 32 ; 838 814 182 ; 576 127 204 ; 815 676 125 ; 
259 446 498 ; 242 71 194 ; 838 227 32 ; 942 141 425 ; 633 702 214 ; 
466 675 385 ; 393 823 165 ; 183 882 399 ; 311 402 301 ; 987 735 33 ; 
409 609 385 ; 480 623 196 ; 708 263 179 ; 849 448 457 ; 528 151 375 ; 
179 104 40 ; 1003 633 174 ; 861 653 419 ; 239 486 71 ; 974 896 266 ; 
559 73 209 ; 158 533 11 ; 422 212 395 ; 870 730 227 ; 1021 141 57 ; 
101 186 29 ; 735 696 192 ; 364 576 431 ; 850 639 428 ; 722 1013 239 ; 
795 326 489 ; 305 49 28 ; 517 253 403 ; 223 140 293 ; 365 877 475 ; 
551 94 17 ; 223 515 154 ; 799 914 349 ; 414 127 57 ; 403 602 228 ; 
730 4 98 ; 779 988 350 ; 8 83 235 ; 149 624 432 ; 2 1012 48 ; 
97 373 161 ; 612 859 312 ; 502 33 175 ; 629 594 171 ; 208 982 425 ; 
212 45 353 ; 176 927 15 ; 260 66 274 ; 884 746 175 ; 872 626 296 ; 
221 871 46 ; 57 643 455 ; 90 639 215 ; 684 410 110 ; 643 595 419 ; 
688 160 31 ; 591 455 491 ; 657 506 476 ; 379 565 92 ; 1006 773 280 ; 
853 983 17 ; 473 267 170 ; 88 162 247 ; 498 560 245 ; 69 564 426 ; 
230 775 369 ; 685 175 321 ; 167 775 188 ; 732 611 353 ; 481 307 248 ; 
441 876 478 ; 708 643 0 ; 870 466 329 ; 407 380 289 ; 971 978 403 ; 
722 171 448 ; 897 52 130 ; 648 524 112 ; 235 629 167 ; 543 89 176 ; 
395 556 81 ; 14 852 134 ; 481 597 290 ; 861 430 117 ; 815 761 224 ; 
986 137 235 ; 14 768 329 ; 538 36 203 ; 143 495 331 ; 232 663 307 ; 
788 289 262 ; 616 355 213 ; 189 106 184 ; 619 727 69 ; 356 731 466 ; 
494 682 153 ; 238 331 351 ; 274 878 29 ; 769 26 79 ; 409 433 2 ; 
698 359 398 ; 29 680 99 ; 135 1016 455 ; 862 809 445 ; 569 439 60 ; 
227 884 205 ; 559 267 31 ; 413 688 317 ; 439 623 175 ; 872 701 476 ; 
207 1012 45 ; 888 63 167 ; 880 754 125 ; 666 611 412 ; 81 64 295 ; 
966 897 348 ; 209 176 160 ; 898 717 207 ; 497 508 396 ; 175 44 208 ; 
163 1014 152 ; 226 633 140 ; 980 282 88 ; 568 67 32 ; 632 714 190 ; 
505 906 232 ; 681 302 310 ; 374 257 127 ; 882 626 361 ; 926 410 295 ; 
916 42 430 ; 526 906 313 ; 808 610 99 ; 875 171 243 ; 565 397 339 ; 
448 705 151 ; 750 955 384 ; 1008 391 273 ; 610 724 431 ; 1020 531 237 ; 
38 513 20 ; 945 658 324 ; 531 5 170 ; 702 333 331 ; 76 204 422 ; 
781 708 388 ; 713 692 428 ; 80 334 202 ; 804 349 270 ; 312 223 28 ; 
825 1023 388 ; 460 691 299 ; 465 886 456 ; 798 865 95 ; 1003 695 102 ; 
687 67 166 ; 355 911 167 ; 689 458 120 ; 15 1012 300 ; 238 129 273 ; 
237 265 333 ; 928 440 410 ; 790 536 318 ; 631 140 360 ; 303 446 278 ; 
370 828 413 ; 258 967 268 ; 716 796 80 ; 704 704 121 ; 833 393 324 ; 
75 394 278 ; 515 197 3 ; 28 459 176 ; 168 163 114 ; 614 666 206 ; 
418 123 317 ; 361 268 39 ; 133 768 301 ; 838 933 157 ; 207 90 26 ; 
602 508 287 ; 799 140 34 ; 234 700 214 ; 398 2 338 ; 40 960 298 ; 
163 173 400 ; 431 781 310 ; 175 622 47 ; 85 156 85 ; 175 394 75 ; 
683 441 438 ; 823 564 212 ; 499 178 455 ; 502 844 338 ; 438 654 72 ; 
612 54 436 ; 369 896 47 ; 991 51 323 ; 123 364 46 ; 517 491 191 ; 
959 826 230 ; 499 738 498 ; 677 426 293 ; 497 348 145 ; 127 668 371 ; 
181 4 473 ; 53 527 325 ; 104 458 466 ; 469 565 50 ; 960 756 233 ; 
762 99 43 ; 477 125 118 ; 903 974 493 ; 227 275 86 ; 895 78 31 ; 
899 320 182 ; 402 149 235 ; 861 348 204 ; 402 514 488 ; 134 803 173 ; 
233 586 334 ; 358 304 112 ; 309 521 221 ; 584 391 116 ; 663 758 487 ; 
983 228 406 ; 108 903 161 ; 456 607 300 ; 970 416 145 ; 750 693 447 ; 
312 907 45 ; 617 860 23 ; 114 265 377 ; 506 574 254 ; 240 85 447 ; 
469 492 30 ; 348 773 125 ; 956 433 261 ; 348 954 54 ; 17 853 108 ; 
925 887 306 ; 761 130 43 ; 2 755 436 ; 576 666 182 ; 662 137 16 ; 
130 271 321 ; 903 364 130 ; 313 565 178 ; 243 199 22 ; 73 804 298 ; 
960 110 32 ; 66 753 409 ; 821 989 394 ; 463 316 208 ; 600 148 173 ; 
871 221 71 ; 211 763 365 ; 777 630 12 ; 976 428 165 ; 756 575 321 ; 
867 739 426 ; 596 804 230 ; 562 606 404 ; 878 410 29 ; 2 791 157 ; 
224 810 141 ; 987 959 309 ; 593 988 136 ; 1022 305 33 ; 573 890 110 ; 
288 524 122 ; 68 94 377 ; 674 754 270 ; 60 188 236 ; 852 85 458 ; 
638 582 8 ; 574 927 4 ; 538 460 280 ; 843 769 217 ; 710 7 487 ; 
210 2 240 ; 305 863 360 ; 35 273 108 ; 223 245 378 ; 308 71 83 ; 
891 924 191 ; 794 976 477 ; 230 992 159 ; 1000 578 397 ; 1007 161 357 ; 
1009 318 359 ; 849 762 33 ; 98 251 110 ; 344 413 494 ; 415 636 65 ; 
315 687 334 ; 268 353 89 ; 236 592 491 ; 814 346 30 ; 976 943 386 ; 
270 202 21 ; 8 695 263 ; 259 470 136 ; 673 280 410 ; 285 313 174 ; 
973 655 238 ; 302 864 109 ; 894 844 293 ; 216 30 70 ; 135 216 212 ; 
337 385 4 ; 9 540 390 ; 479 520 83 ; 759 599 190 ; 48 1021 443 ; 
704 835 425 ; 544 965 178 ; 364 338 32 ; 394 972 294 ; 610 373 67 ; 
996 749 2 ; 512 372 164 ; 9 3 437 ; 608 917 432 ; 605 457 143 ; 
417 282 339 ; 358 56 207 ; 696 132 484 ; 645 78 364 ; 1018 241 231 ; 
743 540 265 ; 91 152 45 ; 94 797 482 ; 1012 897 63 ; 445 732 51 ; 
727 615 268 ; 783 179 157 ; 915 287 179 ; 993 759 72 ; 211 602 313 ; 
751 32 263 ; 903 457 426 ; 676 371 250 ; 549 294 112 ; 257 825 408 ; 
872 938 81 ; 27 443 408 ; 314 307 419 ; 50 867 146 ; 652 24 88 ; 
684 199 107 ; 118 93 262 ; 489 79 217 ; 784 160 409 ; 585 228 270 ; 
499 742 295 ; 943 958 323 ; 226 934 415 ; 69 800 201 ; 93 636 251 ; 
292 683 444 ; 385 457 248 ; 465 110 210 ; 625 439 16 ; 853 293 376 ; 
571 404 45 ; 506 364 145 ; 416 351 480 ; 192 652 434 ; 829 1004 79 ; 
488 984 80 ; 946 624 200 ; 32 383 217 ; 472 631 234 ; 765 639 11 ; 
146 208 457 ; 510 277 356 ; 861 265 414 ; 489 479 402 ; 469 762 319 ; 
429 114 400 ; 30 782 104 ; 413 812 398 ; 20 282 147 ; 659 378 259 ; 
867 303 60 ; 121 799 290 ; 386 778 328 ; 866 148 89 ; 604 735 423 ; 
719 103 432 ; 477 984 62 ; 265 762 412 ; 548 573 193 ; 926 856 421 ; 
205 881 176 ; 1004 27 3 ; 758 708 196 ; 907 201 291 ; 618 184 369 ; 
722 637 361 ; 682 495 200 ; 420 383 86 ; 994 684 87 ; 826 1005 439 ; 
683 961 357 ; 711 760 94 ; 395 681 211 ; 596 988 121 ; 781 113 432 ; 
394 866 111 ; 889 291 57 ; 248 193 79 ; 932 360 223 ; 913 52 489 ; 
850 669 136 ; 586 468 75 ; 243 247 450 ; 207 784 89 ; 320 181 434 ; 
163 196 259 ; 454 933 497 ; 647 304 210 ; 1007 95 162 ; 35 881 46 ; 
705 445 283 ; 149 692 253 ; 396 627 255 ; 156 956 339 ; 337 858 498 ; 
533 517 103 ; 442 570 14 ; 746 488 136 ; 842 654 203 ; 699 728 302 ; 
120 691 430 ; 812 480 239 ; 415 856 28 ; 348 451 8 ; 182 253 300 ; 
700 376 42 ; 246 662 491 ; 735 378 58 ; 365 741 320 ; 70 64 354 ; 
761 446 297 ; 218 509 489 ; 50 721 6 ; 501 305 1 ; 754 45 213 ; 
107 123 428 ; 769 735 108 ; 124 765 398 ; 865 517 9 ; 929 88 159 ; 
351 357 189 ; 860 747 86 ; 557 925 456 ; 862 494 202 ; 908 412 163 ; 
7 512 42 ; 742 288 441 ; 483 310 226 ; 1001 44 34 ; 65 143 216 ; 
422 312 277 ; 145 218 1 ; 46 343 273 ; 541 517 475 ; 953 169 113 ; 
441 575 193 ; 729 64 257 ; 15 322 295 ; 59 705 15 ; 202 929 292 ; 
514 34 277 ; 733 515 471 ; 52 833 365 ; 569 684 315 ; 738 373 324 ; 
289 971 457 ; 353 552 290 ; 676 875 135 ; 357 658 391 ; 262 418 214 ; 
296 243 469 ; 812 491 491 ; 621 884 72 ; 281 299 168 ; 654 256 482 ; 
601 141 28 ; 129 468 54 ; 1005 499 499 ; 639 546 443 ; 34 653 420 ; 
277 962 146 ; 768 761 103 ; 628 270 291 ; 928 854 132 ; 160 984 453 ; 
301 829 219 ; 769 963 477 ; 245 426 482 ; 791 566 383 ; 420 38 195 ; 
358 797 209 ; 96 828 406 ; 366 647 259 ; 196 63 131 ; 157 784 191 ; 
986 111 115 ; 925 40 9 ; 327 99 14 ; 893 138 119 ; 932 817 67 ; 
705 506 71 ; 509 473 102 ; 132 184 2 ; 195 523 492 ; 979 767 92 ; 
66 146 285 ; 107 851 451 ; 206 278 496 ; 344 973 68 ; 138 412 165 ; 
644 272 209 ; 93 490 494 ; 277 804 327 ; 801 460 351 ; 544 312 346 ; 
690 322 469 ; 518 293 88 ; 796 166 383 ; 745 366 337 ; 134 435 37 ; 
406 413 475 ; 896 71 64 ; 676 239 61 ; 112 538 227 ; 424 9 44 ; 
746 458 204 ; 16 974 26 ; 182 573 168 ; 548 378 144 ; 983 528 278 ; 
372 815 488 ; 444 723 494 ; 683 725 102 ; 197 1004 462 ; 206 36 270 ; 
665 636 118 ; 615 902 145 ; 165 663 301 ; 543 195 83 ; 47 473 411 ; 
863 885 302 ; 562 679 115 ; 263 345 399 ; 243 687 278 ; 279 117 159 ; 
915 996 38 ; 794 573 235 ; 433 166 190 ; 628 965 287 ; 78 264 215 ; 
963 546 158 ; 619 177 149 ; 964 252 400 ; 628 1010 323 ; 745 942 499 ; 
717 56 470 ; 266 859 442 ; 432 229 144 ; 373 789 245 ; 637 868 389 ; 
160 994 207 ; 337 960 391 ; 590 464 230 ; 576 231 30 ; 494 242 402 ; 
550 533 320 ; 385 715 401 ; 615 667 496 ; 380 28 52 ; 224 17 6 ; 
194 85 119 ; 130 92 343 ; 594 718 145 ; 826 260 275 ; 44 431 11 ; 
577 323 14 ; 268 932 24 ; 935 784 278 ; 963 45 465 ; 981 703 77 ; 
42 974 125 ; 134 382 471 ; 852 127 118 ; 88 462 464 ; 519 349 482 ; 
842 731 227 ; 751 640 464 ; 511 934 341 ; 556 819 148 ; 235 60 336 ; 
186 549 441 ; 568 208 375 ; 695 1022 177 ; 133 383 429 ; 482 569 13 ; 
190 800 333 ; 830 585 355 ; 740 638 186 ; 535 602 470 ; 595 506 110 ; 
120 367 466 ; 328 270 8 ; 327 307 228 ; 710 172 475 ; 255 126 24 ; 
32 599 238 ; 617 890 484 ; 231 909 286 ; 833 415 274 ; 316 477 413 ; 
683 775 280 ; 954 235 352 ; 237 263 305 ; 410 986 52 ; 536 818 114 ; 
111 109 473 ; 1001 613 5 ; 886 924 230 ; 277 950 137 ; 755 488 227 ; 
506 620 187 ; 742 873 458 ; 1005 430 268 ; 968 314 442 ; 762 908 112 ; 
871 733 440 ; 461 591 111 ; 361 41 480 ; 287 747 87 ; 775 238 252 ; 
372 45 235 ; 221 535 206 ; 651 956 24 ; 965 590 417 ; 849 634 213 ; 
558 190 288 ; 125 881 379 ; 167 525 176 ; 914 32 113 ; 128 841 21 ; 
173 356 460 ; 708 378 212 ; 640 118 333 ; 206 864 276 ; 840 529 297 ; 
6 957 10 ; 887 209 241 ; 389 945 142 ; 421 1019 1 ; 238 356 103 ; 
595 468 27 ; 973 953 460 ; 68 634 65 ; 932 967 109 ; 437 216 388 ; 
371 315 12 ; 580 972 127 ; 501 730 138 ; 496 656 435 ; 852 471 401 ; 
297 415 491 ; 226 531 90 ; 860 332 108 ; 803 774 216 ; 1020 398 36 ; 
311 862 133 ; 259 309 444 ; 989 644 348 ; 621 343 226 ; 69 464 338 ; 
484 824 411 ; 1015 754 52 ; 324 634 474 ; 74 582 214 ; 472 438 198 ; 
310 732 426 ; 620 372 57 ; 240 593 184 ; 583 291 301 ; 24 485 411 ; 
848 508 468 ; 578 828 296 ; 189 350 59 ; 771 733 175 ; 186 895 105 ; 
918 29 385 ; 266 498 232 ; 859 202 272 ; 126 895 496 ; 612 162 487 ; 
96 522 203 ; 925 342 431 ; 251 154 466 ; 984 289 63 ; 855 499 142 ; 
884 156 240 ; 358 124 342 ; 560 712 393 ; 432 516 92 ; 594 904 315 ; 
93 291 103 ; 435 527 367 ; 589 317 12 ; 879 296 12 ; 354 22 432 ; 
510 959 472 ; 635 765 56 ; 323 838 447 ; 840 747 475 ; 720 782 147 ; 
1011 405 374 ; 514 124 123 ; 831 769 394 ; 103 641 396 ; 126 473 7 ; 
61 137 333 ; 826 686 259 ; 641 569 18 ; 364 1012 86 ; 122 864 458 ; 
527 286 122 ; 651 825 133 ; 396 775 424 ; 13 291 311 ; 487 686 211 ; 
624 411 117 ; 286 647 270 ; 855 493 364 ; 844 663 145 ; 684 649 205 ; 
970 331 359 ; 771 1 62 ; 522 185 330 ; 814 176 378 ; 476 271 220 ; 
888 492 435 ; 511 774 495 ; 1004 859 162 ; 644 560 29 ; 269 626 425 ; 
601 813 497 ; 602 504 471 ; 787 846 470 ; 963 560 389 ; 211 288 327 ; 
703 503 291 ; 454 319 115 ; 289 421 262 ; 849 354 47 ; 451 108 111 ; 
241 545 60 ; 745 929 369 ; 567 35 319 ; 103 688 38 ; 392 107 338 ; 
895 3 281 ; 190 786 484 ; 611 33 218 ; 966 284 347 ; 50 155 369 ; 
595 295 136 ; 500 13 213 ; 536 332 458 ; 200 415 405 ; 308 437 285 ; 
311 670 317 ; 73 582 436 ; 106 949 343 ; 390 580 494 ; 545 37 272 ; 
841 970 102 ; 854 95 38 ; 162 990 346 ; 577 403 350 ; 1014 944 291 ; 
660 853 143 ; 219 634 198 ; 144 605 127 ; 724 163 490 ; 762 688 184 ; 
708 238 174 ; 803 384 19 ; 769 7 441 ; 149 165 259 ; 69 524 365 ; 
923 167 447 ; 533 121 436 ; 114 149 167 ; 277 283 7 ; 965 807 359 ; 
180 853 241 ; 564 716 493 ; 571 409 329 ; 737 265 354 ; 237 698 327 ; 
405 97 33 ; 526 157 140 ; 675 436 437 ; 958 859 415 ; 742 983 420 ; 
571 844 226 ; 264 390 138 ; 673 739 490 ; 938 833 482 ; 612 53 167 ; 
710 366 336 ; 867 578 429 ; 280 299 200 ; 115 134 275 ; 74 246 294 ; 
919 300 440 ; 285 534 91 ; 0 309 415 ; 833 655 205 ; 886 714 367 ; 
228 1010 324 ; 806 688 170 ; 81 892 489 ; 215 747 153 ; 462 537 169 ; 
762 45 99 ; 273 125 482 ; 582 468 219 ; 213 461 435 ; 927 369 337 ; 
913 889 251 ; 577 71 416 ; 445 120 470 ; 169 450 204 ; 706 895 383 ; 
752 390 429 ; 877 805 420 ; 321 480 345 ; 783 156 343 ; 128 665 100 ; 
1017 12 283 ; 64 612 80 ; 184 995 70 ; 634 435 7 ; 505 90 464 ; 
896 208 439 ; 677 64 223 ; 133 193 56 ; 289 904 205 ; 954 804 228 ; 
967 607 140 ; 555 299 321 ; 526 569 385 ; 961 261 378 ; 28 121 452 ; 
236 688 130 ; 300 983 10 ; 493 107 427 ; 373 577 100 ; 153 805 318 ; 
760 138 64 ; 35 487 443 ; 605 901 223 ; 866 475 373 ; 987 683 451 ; 
652 373 339 ; 611 959 171 ; 719 174 15 ; 272 547 68 ; 53 185 377 ; 
191 777 42 ; 679 289 346 ; 556 356 221 ; 7 949 238 ; 690 456 404 ; 
40 1015 36 ; 999 786 424 ; 150 857 291 ; 697 397 194 ; 882 310 190 ; 
635 376 360 ; 924 178 195 ; 256 16 166 ; 182 458 10 ; 638 743 457 ; 
630 991 108 ; 392 867 444 ; 226 330 327 ; 623 513 185 ; 934 967 118 ; 
286 451 444 ; 465 127 284 ; 481 481 376 ; 939 368 1 ; 658 261 179 ; 
625 845 65 ; 468 445 147 ; 799 21 300 ; 288 770 38 ; 231 169 429 ; 
683 449 351 ; 810 341 50 ; 267 134 223 ; 635 183 92 ; 897 414 395 ; 
718 259 390 ; 140 735 463 ; 161 579 188 ; 931 649 59 ; 76 318 271 ; 
526 922 14 ; 867 788 353 ; 1001 95 483 ; 160 907 71 ; 574 610 330 ; 
834 972 367 ; 545 936 290 ; 100 344 246 ; 749 551 415 ; 43 22 130 ; 
965 748 11 ; 729 110 353 ; 824 281 440 ; 707 720 2 ; 294 771 390 ; 
242 694 81 ; 154 312 343 ; 498 70 324 ; 25 1013 28 ; 47 840 493 ; 
796 743 296 ; 906 148 494 ; 163 420 487 ; 884 670 148 ; 631 57 419 ; 
301 18 49 ; 614 813 76 ; 684 105 166 ; 674 521 361 ; 490 662 366 ; 
209 846 158 ; 357 972 250 ; 777 804 496 ; 424 436 83 ; 481 775 231 ; 
499 385 474 ; 288 237 476 ; 393 243 230 ; 914 748 482 ; 552 255 0 ; 
374 833 414 ; 323 159 235 ; 103 391 316 ; 539 786 450 ; 290 18 490 ; 
675 904 475 ; 912 44 190 ; 132 822 126 ; 880 237 459 ; 111 325 421 ; 
944 904 153 ; 79 667 303 ; 470 788 70 ; 233 662 89 ; 251 960 8 ; 
131 715 451 ; 176 969 466 ; 998 487 131 ; 211 398 463 ; 537 199 175 ; 
417 552 135 ; 60 255 499 ; 848 282 19 ; 486 411 393 ; 422 56 206 ; 
113 1015 189 ; 58 601 169 ; 545 76 473 ; 943 707 479 ; 118 171 375 ; 
670 770 160 ; 926 265 453 ; 184 864 341 ; 595 910 290 ; 651 164 100 ; 
642 694 467 ; 220 331 160 ; 296 144 75 ; 1004 955 484 ; 151 954 200 ; 
921 466 494 ; 162 395 373 ; 3 385 287 ; 913 199 363 ; 53 499 134 ; 
747 198 18 ; 54 11 112 ; 198 906 236 ; 130 298 373 ; 60 634 485 ; 
527 65 248 ; 922 166 1 ; 283 169 39 ; 482 356 438 ; 982 114 239 ; 
156 524 1 ; 167 553 412 ; 49 801 495 ; 348 322 369 ; 982 847 71 ; 
23 499 124 ; 189 48 39 ; 358 784 473 ; 714 498 65 ; 829 102 307 ; 
329 783 301 ; 882 163 14 ; 660 622 457 ; 982 256 355 ; 806 19 395 ; 
281 867 277 ; 330 194 497 ; 90 444 130 ; 588 977 465 ; 690 968 363 ; 
449 918 312 ; 613 0 330 ; 211 273 232 ; 467 596 256 ; 487 243 127 ; 
330 873 181 ; 525 502 314 ; 969 320 380 ; 922 497 122 ; 866 365 127 ; 
760 37 485 ; 760 39 403 ; 10 924 440 ; 606 420 239 ; 850 899 227 ; 
699 136 474 ; 177 679 252 ; 497 527 157 ; 995 466 162 ; 336 993 332 ; 
373 162 327 ; 413 805 151 ; 313 13 116 ; 733 457 382 ; 609 344 156 ; 
745 718 482 ; 400 398 341 ; 928 604 378 ; 370 754 280 ; 339 803 159 ; 
501 694 379 ; 283 321 456 ; 296 709 17 ; 753 83 350 ; 73 64 212 ; 
791 894 81 ; 166 376 286 ; 770 34 495 ; 500 190 291 ; 279 317 93 ; 
973 780 380 ; 271 593 341 ; 980 818 28 ; 40 333 233 ; 104 581 46 ; 
998 414 196 ; 350 992 7 ; 385 947 381 ; 575 806 179 ; 893 11 64 ; 
649 579 219 ; 218 625 473 ; 13 953 476 ; 346 554 48 ; 927 909 220 ; 
317 313 0 ; 285 508 371 ; 209 870 377 ; 1015 977 46 ; 3 561 10 ; 
582 425 427 ; 183 238 28 ; 113 322 271 ; 667 362 376 ; 552 443 342 ; 
865 627 85 ; 350 786 186 ; 196 272 79 ; 149 142 316 ; 711 588 336 ; 
112 903 83 ; 350 844 289 ; 672 1003 297 ; 10 151 134 ; 453 669 89 ; 
57 66 210 ; 843 804 191 ; 91 803 393 ; 234 1012 49 ; 822 188 487 ; 
702 391 474 ; 522 152 82 ; 501 97 284 ; 652 155 56 ; 297 881 298 ; 
363 111 232 ; 143 206 209 ; 946 652 396 ; 934 269 228 ; 98 36 46 ; 
489 514 212 ; 642 80 154 ; 739 1020 252 ; 895 584 277 ; 752 159 105 ; 
863 187 430 ; 45 272 337 ; 697 176 364 ; 967 172 91 ; 1003 402 333 ; 
494 431 280 ; 574 137 217 ; 571 366 83 ; 131 71 27 ; 290 429 182 ; 
477 59 342 ; 749 53 217 ; 926 189 498 ; 74 248 284 ; 477 218 123 ; 
908 286 2 ; 21 843 248 ; 387 1019 147 ; 459 910 278 ; 888 672 49 ; 
947 162 112 ; 1000 515 49 ; 166 913 71 ; 414 985 73 ; 632 1000 135 ; 
918 995 304 ; 738 459 144 ; 733 498 162 ; 619 84 405 ; 267 826 208 ; 
429 834 472 ; 944 295 332 ; 833 506 476 ; 795 619 270 ; 771 807 157 ; 
742 447 117 ; 178 996 136 ; 676 542 430 ; 761 475 83 ; 563 868 326 ; 
373 100 489 ; 668 280 266 ; 151 437 226 ; 770 759 367 ; 553 472 326 ; 
1001 818 374 ; 973 34 216 ; 491 1012 454 ; 966 675 31 ; 810 957 280 ; 
911 482 47 ; 167 436 352 ; 604 310 40 ; 340 1017 239 ; 812 472 170 ; 
606 698 319 ; 640 642 196 ; 628 765 445 ; 279 540 80 ; 212 52 7 ; 
694 127 433 ; 106 575 332 ; 416 667 240 ; 410 911 484 ; 882 901 484 ; 
556 420 101 ; 174 941 451 ; 939 386 376 ; 455 323 452 ; 507 202 116 ; 
634 891 44 ; 185 444 375 ; 853 164 225 ; 740 488 322 ; 617 129 32 ; 
13 582 182 ; 954 617 498 ; 317 269 196 ; 640 550 436 ; 842 86 247 ; 
